row_number;Identifiant_de_l_etablissement;Nom_etablissement
28202;0510516J;Ecole élémentaire Pommery
28203;0510518L;Ecole élémentaire Gerbault
28204;0510522R;Ecole élémentaire Thillois
28205;0510536F;Ecole élémentaire Ruisselet
28206;0510545R;Ecole maternelle Paul-Bert / Pottelain
28207;0510546S;Ecole maternelle Voltaire
28208;0510548U;Ecole maternelle Dauphinot
28209;0510550W;Ecole maternelle Pommery
28210;0510551X;Ecole maternelle Jamin
28211;0510552Y;Ecole maternelle Gerbault
28212;0510553Z;Ecole maternelle Carteret
28213;0510554A;Ecole maternelle Général Carré
28214;0510556C;Ecole maternelle Edith Pouply
28215;0510557D;Ecole maternelle Emile Zola
28216;0510558E;Ecole maternelle SNCF
28217;0510560G;Ecole maternelle Galliéni
28218;0510561H;Ecole maternelle Jardelle
28219;0510562J;Ecole maternelle Martin Peller
28220;0510565M;Ecole maternelle Jean Macé / Rosset
28221;0510566N;Ecole maternelle Jard
28222;0510567P;Ecole maternelle Charles Arnould
28223;0510568R;Ecole maternelle Anquetil
28224;0510569S;Ecole maternelle Maurice Ravel Franchet
28225;0510571U;Ecole maternelle Tournebonneau
28226;0510572V;Ecole maternelle Docteur Roux
28227;0510573W;Ecole maternelle Avranches
28228;0510575Y;Ecole maternelle Clovis Chézel
28229;0510577A;Ecole maternelle Barthou
28230;0510580D;Ecole maternelle Branly
28231;0510582F;Ecole élémentaire Pierre Curie
28232;0510585J;Ecole primaire Clovis Jacquiert
28233;0510590P;Ecole maternelle Le Verbeau
28234;0510594U;Ecole élémentaire Ferdinand Buisson
28235;0510600A;Ecole maternelle Jean Macé
28236;0510603D;Ecole maternelle Lavoisier
28237;0510604E;Ecole maternelle Victor Hugo
28238;0510605F;Ecole maternelle Gérard Moulin
28239;0510609K;Ecole primaire Confluence
28240;0510612N;Ecole élémentaire
28241;0510616T;Ecole primaire
28242;0510618V;Ecole primaire
28243;0510620X;Ecole primaire
28244;0510622Z;Ecole primaire
28245;0510627E;Ecole élémentaire les Carrières
28246;0510628F;Ecole élémentaire d'application du Mau
28247;0510631J;Ecole élémentaire d'application Jules Ferry
28248;0510633L;Ecole maternelle Doulcet
28249;0510635N;Ecole primaire publique Prieur de la Marne
28250;0510637R;Ecole primaire
28251;0510638S;Ecole primaire
28252;0510642W;Ecole élémentaire
28253;0510649D;Ecole élémentaire
28254;0510650E;Ecole primaire
28255;0510655K;Ecole primaire
28256;0510661S;Ecole primaire
28257;0510664V;Ecole primaire
28258;0510680M;Groupement scolaire des Trois Sources
28259;0510684S;Ecole primaire
28260;0510688W;Ecole Primaire Jean de la Fontaine
28261;0510693B;Ecole primaire
28262;0510703M;Ecole élémentaire Commandant Jean-Yves Cousteau
28263;0510707S;Ecole élémentaire Camille Margaine
28264;0510710V;Ecole élémentaire Robert Lancelot
28265;0510712X;Ecole maternelle Robert Lancelot
28266;0510727N;Ecole primaire Beautemps Beaupré
28267;0510738A;Ecole primaire
28268;0510739B;Ecole primaire
28269;0510748L;Ecole primaire
28270;0510755U;Ecole maternelle Ferdinand Buisson
28271;0510757W;Ecole élémentaire Jules Ferry
28272;0510758X;Ecole maternelle Jules Ferry
28273;0510760Z;Ecole élémentaire Pierre et Marie Curie
28274;0510761A;Ecole maternelle Pierre et Marie Curie
28275;0510773N;Ecole élémentaire
28276;0510778U;Ecole élémentaire
28277;0510780W;Ecole maternelle
28278;0510783Z;Ecole Primaire
28279;0510784A;Ecole primaire
28280;0510789F;Ecole primaire
28281;0510791H;Ecole primaire
28282;0510795M;Ecole primaire
28283;0510803W;Ecole primaire Julie Daubie
28284;0510854B;Ecole primaire
28285;0510861J;Ecole primaire François Lemaire
28286;0510877B;ECOLE HENRI JACQUINET
28287;0510890R;Ecole primaire
28288;0510891S;Ecole élémentaire
28289;0510895W;Ecole élémentaire Groupe scolaire Marcel Aymé
28290;0510896X;Ecole maternelle Jacques Adnet
28291;0510899A;Ecole élémentaire
28292;0510903E;Ecole élémentaire Chaude Ruelle
28293;0510904F;Ecole élémentaire Jean Jaurès
28294;0510906H;Ecole élémentaire les Vignes Blanches
28295;0510912P;Ecole maternelle Louise de Savoie
28296;0510913R;Ecole maternelle Jancelins
28297;0510914S;Ecole maternelle Jardin d'Horticulture
28298;0510915T;Ecole maternelle Langevin
28299;0510916U;Ecole maternelle Saintonge
28300;0510924C;Ecole maternelle
28301;0510925D;Ecole Primaire
28302;0510927F;Ecole de la Fontaine
28303;0510928G;Ecole primaire
28304;0510933M;Ecole primaire
28305;0510941W;Ecole primaire
28306;0510945A;Ecole élémentaire
28307;0510948D;Ecole maternelle
28308;0510955L;Ecole primaire
28309;0510956M;Ecole primaire
28310;0510958P;Ecole Primaire d'Ay-Champagne
28311;0510977K;Ecole maternelle
28312;0510980N;Ecole maternelle Gilbert Cagneaux
28313;0510982R;Ecole primaire Maurice Mabilon
28314;0511003N;Ecole primaire
28315;0511004P;Ecole élémentaire
28316;0511014A;Ecole primaire
28317;0511017D;Ecole élémentaire
28318;0511022J;Ecole primaire
28319;0511027P;Ecole maternelle Cook - Vasco de Gama
28320;0511028R;Ecole maternelle la Crayère Epernay
28321;0511030T;Ecole maternelle
28322;0511031U;Ecole maternelle Jean Rostand
28323;0511033W;Ecole maternelle les Tilleuls
28324;0511034X;Ecole maternelle
28325;0511035Y;Ecole maternelle Desbureaux-Charbonneaux
28326;0511036Z;Ecole maternelle Charpentier
28327;0511083A;Collège Nicolas Appert
28328;0511097R;Circonscription d'inspection du 1er degré de Châlons Nord
28329;0511098S;Circonscription d'inspection du 1er degré de Châlons en Champagne - ASH
28330;0511100U;Circonscription d'inspection du 1er degré d'Epernay
28331;0511101V;Circonscription d'inspection du 1er degré de Reims Est
28332;0511102W;Circonscription d'inspection du 1er degré de Reims Ouest
28333;0511104Y;Circonscription d'inspection du 1er degré de Sézanne
28334;0511106A;Établissement régional d'enseignement adapté Robert Tritant
28335;0511110E;Ecole élémentaire les Limonières
28336;0511118N;Ecole maternelle Charles Péguy
28337;0511119P;Ecole maternelle
28338;0511120R;Ecole maternelle les Limonières
28339;0511129A;Collège Notre-Dame-Perrier
28340;0511130B;Lycée Saint-Jean XXIII
28341;0511135G;Lycée Notre-Dame Saint-Victor
28342;0511138K;Collège Notre-Dame
28343;0511139L;Collège Jeanne d'Arc - La Salle
28344;0511140M;Lycée Saint-Joseph
28345;0511142P;Lycée Sacré-Coeur
28346;0511144S;Ensemble Saint-Jean-Baptiste de la Salle
28347;0511145T;Lycée polyvalent Saint-Michel
28348;0511146U;Lycée polyvalent Saint-Jean-Baptiste de La Salle
28349;0511147V;Lycée polyvalent Frédéric Ozanam
28350;0511149X;Lycée professionnel Sainte-Marie
28351;0511153B;Lycée professionnel Jeanne d'Arc - La Salle
28352;0511173Y;Collège Notre-Dame Saint-Victor
28353;0511176B;Collège Sainte-Macre
28354;0511177C;Collège Sainte-Jeanne d'Arc
28355;0511178D;Collège Saint-André
28356;0511179E;Collège Saint-Rémi
28357;0511180F;Collège Saint-Michel
28358;0511183J;Ecole maternelle
28359;0511188P;Collège Thibaud de Champagne
28360;0511191T;Collège Jean Baptiste Drouet
28361;0511194W;Section d'enseignement général et professionnel adapté du Collège Paulette Billa
28362;0511195X;Section d'enseignement général et professionnel adapté du Collège Côte Legris
28363;0511196Y;Lycée de la Nature et du Vivant de Somme Vesle
28364;0511214T;Collège trois Fontaines
28365;0511215U;Section d'enseignement général et professionnel adapté du Collège Trois Fontaines
28366;0511216V;Collège Jean Moulin
28367;0511219Y;Lycée viticole de la Champagne
28368;0511229J;Ecole élémentaire Mougne Tixier
28369;0511230K;Ecole élémentaire de l'Hippodrome
28370;0511231L;Ecole maternelle Trois Fontaines
28371;0511237T;Ecole maternelle
28372;0511239V;Ecole maternelle Vallée Saint-Pierre
28373;0511242Y;Ecole maternelle de l'Hippodrome
28374;0511243Z;Ecole maternelle du Hamois Louis Pasteur
28375;0511247D;Section d'enseignement général et professionnel adapté du Collège Paul Fort
28376;0511254L;Collège François Legros
28377;0511256N;Collège les Indes
28378;0511257P;Section d'enseignement général et professionnel adapté du Collège Les Indes
28379;0511258R;Collège Claude Nicolas le Doux
28380;0511299K;Ecole élémentaire
28381;0511300L;Ecole élémentaire des 4 Vents
28382;0511301M;Ecole primaire
28383;0511303P;Ecole primaire
28384;0511304R;Ecole élémentaire publique
28385;0511305S;Ecole élémentaire
28386;0511307U;Ecole élémentaire Centre
28387;0511308V;Ecole élémentaire
28388;0511309W;Ecole élémentaire
28389;0511310X;Ecole primaire
28390;0511312Z;Ecole maternelle
28391;0511314B;Ecole maternelle
28392;0511318F;Ecole élémentaire Marcel Bené
28393;0511319G;Ecole primaire Mont Saint-Michel
28394;0511321J;Ecole maternelle Marcel Bené
28395;0511322K;Ecole élémentaire Centre
28396;0511326P;Collège Georges Charpak
28397;0511327R;Collège Terres Rouges
28398;0511328S;Section d'enseignement général et professionnel adapté du Collège Terres Rouges
28399;0511330U;Ecole primaire privée Cours Saint François d'Assise
28400;0511340E;Ecole primaire privée Sainte Madeleine
28401;0511342G;Ecole primaire privée Jeanne d'Arc
28402;0511346L;Ecole primaire privée Sainte Thérèse Verbeau
28403;0511347M;Ecole primaire privée Sainte Marie
28404;0511348N;Ecole primaire privée Sainte Marie
28405;0511349P;Ecole primaire privée Saint Charles
28406;0511350R;Ecole primaire privée Sainte Macre
28407;0511351S;Ecole primaire privée Sainte Jeanne d'Arc
28408;0511352T;Ecole primaire privée Saint André
28409;0511353U;Ecole primaire privée Sainte Jeanne d'Arc
28410;0511354V;Ecole primaire privée la Providence
28411;0511355W;Ecole primaire privée Saint Louis
28412;0511357Y;Ecole primaire privée Saint Charles
28413;0511361C;Ecole primaire privée Saint Joseph
28414;0511362D;Ecole primaire privée Sacré Coeur
28415;0511364F;Ecole primaire privée Jeanne d'Arc
28416;0511366H;Ecole primaire privée Saint Denis
28417;0511384C;Ecole primaire Le Petit Prince
28418;0511385D;Ecole élémentaire Marcel Gaudin
28419;0511386E;Ecole élémentaire
28420;0511388G;Ecole primaire de Rilly-la-Montagne
28421;0511389H;Ecole primaire
28422;0511392L;Ecole élémentaire René Chazot
28423;0511395P;Ecole primaire
28424;0511396R;Ecole élémentaire
28425;0511398T;Ecole primaire Camille Claudel
28426;0511400V;Ecole élémentaire Docteur Billard
28427;0511401W;Ecole élémentaire Cavelier de la Salle
28428;0511402X;Ecole primaire Paul Fort
28429;0511403Y;Ecole maternelle Pauline Kergomard
28430;0511410F;Ecole maternelle Pré-aux-Coudes - Rive Droite
28431;0511415L;Ecole maternelle Danube
28432;0511416M;Ecole maternelle la Pérouse
28433;0511419R;Ecole maternelle Saint-Exupéry
28434;0511421T;Ecole maternelle Pierre Semard
28435;0511422U;Ecole maternelle
28436;0511423V;Ecole élémentaire Danube
28437;0511426Y;Institut Médico-Educatif  Le Clos Villers
28438;0511430C;Lycée professionnel Joliot-Curie
28439;0511431D;Section d'enseignement général et professionnel adapté du Collège Joliot Curie
28440;0511432E;Collège Yvette Lundy
28441;0511434G;Section d'enseignement général et professionnel adapté du Collège Jean-Baptiste Drouet
28442;0511437K;Ecole primaire Gilberte Droit
28443;0511438L;Ecole élémentaire Trois Fontaines
28444;0511443S;Ecole maternelle de la Semoigne
28445;0511445U;Ecole maternelle Galilée
28446;0511447W;Ecole maternelle Ruisselet
28447;0511451A;Ecole maternelle Commandant Jean-Yves Cousteau
28448;0511453C;Ecole élémentaire Ferdinand Buisson
28449;0511454D;Ecole élémentaire
28450;0511455E;Ecole élémentaire
28451;0511456F;Ecole primaire publique
28452;0511460K;Ecole primaire
28453;0511461L;Ecole élémentaire Pierre DUPRE
28454;0511462M;Ecole maternelle
28455;0511464P;Ecole primaire privée Saint Michel
28456;0511465R;Ecole élémentaire Galilée
28457;0511471X;Section d'enseignement général et professionnel adapté du Collège Maryse Bastié
28458;0511472Y;Collège Louis Grignon
28459;0511474A;Collège Pierre Gilles de Gennes
28460;0511476C;Collège Gisèle Probst
28461;0511479F;Ecole élémentaire
28462;0511480G;Ecole primaire
28463;0511481H;Ecole élémentaire
28464;0511482J;Ecole élémentaire
28465;0511484L;Ecole élémentaire Desbureaux
28466;0511485M;Ecole élémentaire d'application Jacques Prévert
28467;0511487P;Ecole élémentaire Ravel Franchet
28468;0511490T;Ecole élémentaire Docteur Roux
28469;0511493W;Ecole primaire
28470;0511495Y;Ecole élémentaire Saint-Exupéry
28471;0511498B;Ecole maternelle
28472;0511501E;Ecole maternelle Provençaux / Auvergnats
28473;0511503G;Ecole primaire Joliot-Curie
28474;0511504H;Ecole élémentaire Provençaux
28475;0511514U;Ecole maternelle Belle Noue
28476;0511519Z;Ecole maternelle
28477;0511520A;Ecole élémentaire
28478;0511531M;Collège Pierre Brossolette
28479;0511539W;Ecole primaire
28480;0511540X;Ecole élémentaire
28481;0511541Y;Ecole primaire
28482;0511542Z;Ecole élémentaire Louvois
28483;0511543A;Ecole élémentaire Blanche Cavarrot
28484;0511545C;Ecole maternelle
28485;0511550H;Ecole maternelle Saint-Pierre
28486;0511551J;Ecole maternelle les P'tits Taissotins
28487;0511554M;Ecole maternelle
28488;0511565Z;Lycée polyvalent François Arago
28489;0511567B;Collège du Grand Morin
28490;0511577M;Ecole maternelle Raoul Dufy / Cavarrot
28491;0511579P;Ecole maternelle
28492;0511587Y;Ecole primaire André Malraux
28493;0511589A;Ecole élémentaire Lavoisier
28494;0511590B;Ecole élémentaire publique Yvette Lundy
28495;0511591C;Ecole élémentaire la Neuvillette
28496;0511592D;Ecole élémentaire Jean Macé
28497;0511593E;Ecole Primaire Jules Ferry
28498;0511594F;Ecole Primaire de Chatillon sur Marne
28499;0511595G;Ecole élémentaire
28500;0511609X;Ecole Primaire d'Ambonnay
28501;0511611Z;Ecole élementaire Equiernolles
28502;0511614C;Ecole Primaire Croix Jean Robert
28503;0511615D;Ecole primaire
28504;0511617F;Ecole primaire Croix Bonhomme
28505;0511619H;Ecole élémentaire Belle Noue
28506;0511621K;Ecole élémentaire Jean d'Aulan
28507;0511622L;Ecole élémentaire Charpentier
28508;0511624N;Ecole élémentaire Turenne
28509;0511631W;Institut Médico-Educatif de Blacy
28510;0511635A;Institut Médico-Educatif La Sittelle
28511;0511637C;Institut Médico-Educatif l'Eoline
28512;0511645L;Lycée La Salle Reims-Thillois
28513;0511664G;Section d'enseignement général et professionnel adapté du Collège Georges Charpak
28514;0511665H;Section d'enseignement général et professionnel adapté du Collège Thibaud de Champagne
28515;0511667K;Section d'enseignement général et professionnel adapté du Collège Claude-Nicolas Ledoux
28516;0511668L;Section d'enseignement général et professionnel adapté du Collège La Fontaine du Vé
28517;0511671P;Section d'enseignement général et professionnel adapté du Collège Henri Guillaumet
28518;0511672R;Section d'enseignement général et professionnel adapté du Collège Louis Pasteur
28519;0511674T;Ecole maternelle Jean d'Aulan
28520;0511676V;Maison Familiale Rurale de Vertus
28521;0511678X;Lycée agricole de Somme-Suippe
28522;0511680Z;Ecole maternelle
28523;0511684D;Ecole maternelle Equiernolles
28524;0511686F;Ecole primaire Camille Palseur
28525;0511688H;Ecole élémentaire Centre
28526;0511690K;Ecole primaire Prieur de la Marne
28527;0511691L;Ecole élémentaire Martin Peller
28528;0511692M;Ecole élémentaire Clairmarais
28529;0511693N;Ecole élémentaire Paul Bert
28530;0511694P;Ecole élémentaire Charles Arnould
28531;0511695R;Ecole élémentaire Europe Adriatique
28532;0511696S;Ecole élémentaire Paul Lapie
28533;0511701X;Ecole élémentaire Centre
28534;0511702Y;Ecole maternelle Turenne
28535;0511709F;Institut Médico-Educatif de Ville en Selve
28536;0511711H;Collège Saint-Étienne
28537;0511712J;Centre d'information et d'orientation de Reims
28538;0511722V;Ecole maternelle
28539;0511723W;Ecole maternelle
28540;0511728B;Ecole élémentaire
28541;0511729C;Ecole élémentaire Gaston Buard
28542;0511730D;Ecole élémentaire Alexis Conio
28543;0511731E;Ecole primaire Sylvain Lambert
28544;0511732F;Maison Familiale Rurale de Gionges
28545;0511733G;Maison Familiale Rurale d'Auve
28546;0511735J;Institut Médico-Educatif Geneviève Caron d'Epernay
28547;0511755F;Circonscription d'inspection du 1er degré de Reims Nord
28548;0511764R;Ecole primaire privée Saint Joseph
28549;0511768V;Ecole élémentaire
28550;0511769W;Ecole primaire Sculpteurs Jacques
28551;0511770X;Ecole primaire Pont de Muire - Diderot
28552;0511778F;Ecole maternelle
28553;0511779G;Ecole maternelle Mazarin
28554;0511780H;Ecole primaire privée Notre-Dame Perrier
28555;0511781J;Ecole primaire du Bocage Champenois
28556;0511793X;Ecole élémentaire Emile Zola
28557;0511794Y;Ecole élémentaire Jean Moulin
28558;0511795Z;Ecole primaire
28559;0511796A;Ecole élémentaire
28560;0511798C;Ecole élémentaire Mazarin
28561;0511799D;Collège Saint-Joseph
28562;0511801F;Collège Sacré-Coeur
28563;0511802G;Collège Georges Braque
28564;0511811S;Ecole maternelle Clairmarais
28565;0511827J;Ecole primaire privée Val des Bois
28566;0511833R;Ecole élémentaire Sully
28567;0511837V;Ecole élémentaire Petit Bétheny La Marelle
28568;0511839X;Ecole élémentaire Jean-Jacques Rousseau - Marx Dormoy
28569;0511840Y;Ecole élementaire Avranches
28570;0511841Z;Ecole primaire Maison Blanche
28571;0511844C;Ecole primaire privée Saint Jean Baptiste de la Salle
28572;0511849H;Ecole primaire
28573;0511856R;Ecole élémentaire Jamin
28574;0511869E;Ecole maternelle le Haut des Collines
28575;0511871G;Ecole maternelle Isidore Robequin
28576;0511884W;Lycée polyvalent Georges Brière
28577;0511888A;Ecole primaire Eustache Deschamps
28578;0511896J;Ecole primaire
28579;0511899M;Division de la Formation des Personnels
28580;0511900N;Délégation Académique aux Formations Professionnelles Initiale et Continue
28581;0511901P;Lycée Colbert
28582;0511917G;Ecole maternelle les Erables
28583;0511926S;Lycée Marc Chagall
28584;0511951U;Lycée polyvalent Jean Talon
28585;0511957A;Ecole primaire
