Nom_etablissement,Type_etablissement,Libelle_departement,latitude,longitude,Restauration,rest_priority_score
Section d'enseignement général et professionnel adapté du Collège André Tiraqueau,Collège,Vendée,46.46106565,-0.78252209,0,0.404125104
Ecole maternelle publique d'application Moulin Rouge,École,Vendée,46.66141525,-1.41386458,0,0.404125104
Ecole élémentaire publique d'application Moulin Rouge,École,Vendée,46.66141525,-1.41386458,0,0.404125104
Section d'enseignement général et professionnel adapté du Collège Charles Milcendeau,Collège,Vendée,46.83167645,-1.88442779,0,0.404125104
Section d'enseignement professionnel du LPO Atlantique,Autre,Vendée,46.45401329,-1.16063612,0,0.404125104
Ecole technique privée Epsilon,École,Vendée,46.66955729,-1.42897788,0,0.404125104
Section d'enseignement général et technologique du Lycée professionnel Edouard Branly,Lycée,Vendée,46.67421847,-1.4419439,0,0.404125104
Section d'enseignement professionnel du Lycée polyvalent privé Notre-Dame,Lycée,Vendée,46.46785548,-0.81380487,0,0.404125104
Section d'enseignement professionnel du Lycée polyvalent privé Sainte Marie du Port,Lycée,Vendée,46.51246861,-1.76558388,0,0.404125104
Section d'enseignement général et professionnel adapté du Collège privé Saint Joseph,Collège,Vendée,46.46635173,-0.81199709,0,0.404125104
Ecole primaire privée Notre-Dame des Flots,École,Vendée,46.51418858,-1.76509415,0,0.404125104
école primaire privée la chapelle,École,Vendée,46.69519821,-1.92717704,0,0.404125104
Maison Familiale Rurale de Les Herbiers,Autre,Vendée,46.87306027,-1.02077641,0,0.404125104
Ecole Spécialisée dans les Domaines Esthétique et Cosmétique,École,Vendée,46.67417646,-1.43522829,0,0.404125104
Ecole primaire privée hors contrat de l'Epiphanie,École,Vendée,46.70713958,-1.03076436,0,0.404125104
Ecole Primaire privée Ecole de la Transition,École,Vendée,46.91944741,-1.79045257,0,0.404125104
Ecole primaire privée de la Petite Voie,École,Vendée,46.70421729,-1.44541289,0,0.404125104
Ecole Dentaire du Grand Ouest,École,Vendée,46.88144287,-1.01121734,0,0.404125104
Ecole de production - ICAM Vendée,École,Vendée,46.67218161,-1.4006782,0,0.404125104
Ecole secondaire privée Puy du Fou Académie,École,Vendée,46.89356873,-0.91807042,0,0.404125104
"Ecole primaire privée 1,2,3, COLIBRIS",École,Vendée,46.7825782,-1.75970313,0,0.404125104
Section d'enseignement professionnel,Autre,Vendée,46.68648636,-1.90972099,0,0.404125104
Ecole primaire privée Aster Hottonie,École,Vendée,46.89067396,-1.83106416,0,0.404125104
Section d'enseignement général et professionnel adapté du Collège Arnaud Beltrame,Collège,Vendée,46.46200074,-1.16127573,0,0.404125104
Ecole primaire privée les quatre saisons,École,Vendée,46.67378604,-1.43298873,0,0.404125104
Ecole primaire RPI 56,École,Pas-de-Calais,50.11160613,2.90174048,0,0.403570762
Ecole élémentaire RPI 36,École,Pas-de-Calais,50.06870608,3.02185003,0,0.403570762
Ecole élémentaire RPI 55,École,Pas-de-Calais,50.21344606,2.81576961,0,0.403570762
Ecole élémentaire RPI 85,École,Pas-de-Calais,50.56050863,2.44663986,0,0.403570762
Ecole élémentaire RPI 104,École,Pas-de-Calais,50.41850523,2.55837024,0,0.403570762
Ecole élémentaire mixte RPI 159,École,Pas-de-Calais,50.80182027,1.85904058,0,0.403570762
Ecole élémentaire RPI 151 Rive de la Hem,École,Pas-de-Calais,50.84731147,2.11498955,0,0.403570762
Ecole primaire La Bimoise RPI 29,École,Pas-de-Calais,50.52338245,1.87437933,0,0.403570762
Ecole maternelle RPI 76,École,Pas-de-Calais,50.34748966,2.89066062,0,0.403570762
Ecole maternelle RPI 42,École,Pas-de-Calais,50.4270184,1.87836972,0,0.403570762
Ecole élémentaire RPI 115,École,Pas-de-Calais,50.50404279,2.32704013,0,0.403570762
Ecole élémentaire RPI 115,École,Pas-de-Calais,50.50330631,2.25456995,0,0.403570762
Ecole élémentaire publique RPI 111,École,Pas-de-Calais,50.70040084,2.07561994,0,0.403570762
Ecole élémentaire RPI 4,École,Pas-de-Calais,50.30114126,2.19763948,0,0.403570762
Ecole élémentaire RPI 148,École,Pas-de-Calais,50.21840732,2.16289987,0,0.403570762
Ecole élémentaire RPI 8,École,Pas-de-Calais,50.33206712,1.99871031,0,0.403570762
Ecole élémentaire RPI 8,École,Pas-de-Calais,50.31296412,2.01416946,0,0.403570762
Ecole élémentaire RPI 147,École,Pas-de-Calais,50.35880336,2.08649999,0,0.403570762
Ecole primaire RPI 129,École,Pas-de-Calais,50.382538,2.27910941,0,0.403570762
Ecole du second degré privée hors contrat Terrade ARRAS,École,Pas-de-Calais,50.29246212,2.76923937,0,0.403570762
Lycée polyvalent privé et campus Saint-Joseph,Lycée,Pas-de-Calais,50.73618725,1.62337953,0,0.403570762
Collège Anatole France,Collège,Pas-de-Calais,50.47179839,2.66252036,0,0.403570762
Section d'enseignement général et professionnel adapté du Collège Anatole France,Collège,Pas-de-Calais,50.47218166,2.66250935,0,0.403570762
Collège Youri Gagarine,Collège,Pas-de-Calais,50.43106412,2.93196936,0,0.403570762
Collège République,Collège,Pas-de-Calais,50.95129983,1.8587103,0,0.403570762
Ecole primaire privée Sainte Marie,École,Pas-de-Calais,50.71369128,1.59141971,0,0.403570762
Ecole primaire privée Sacré-Coeur,École,Pas-de-Calais,50.62220568,2.6181294,0,0.403570762
Ecole primaire privée Sainte Anne,École,Pas-de-Calais,50.92565608,1.88503012,0,0.403570762
Ecole maternelle RPI 9,École,Pas-de-Calais,50.32913444,2.07816026,0,0.403570762
Lycée professionnel François Hennebique,Lycée,Pas-de-Calais,50.42611266,2.75538909,0,0.403570762
Lycée professionnel maritime de Boulogne,Lycée,Pas-de-Calais,50.71966321,1.58629968,0,0.403570762
Ecole maternelle RPI 148,École,Pas-de-Calais,50.21247767,2.16871019,0,0.403570762
Ecole maternelle RPI 130,École,Pas-de-Calais,50.65438807,1.99167932,0,0.403570762
Ecole élémentaire publique RPI 90,École,Pas-de-Calais,50.48150207,2.02163055,0,0.403570762
Lycée professionnel privé hors contrat Accès Métiers de LENS,Lycée,Pas-de-Calais,50.43295446,2.8300947,0,0.403570762
Ecole primaire privée hors contrat Notre-Dame,École,Pas-de-Calais,50.41698616,2.8174796,0,0.403570762
Ecole primaire privée hors contrat Montessori de l'Artois,École,Pas-de-Calais,50.31096841,2.6781585,0,0.403570762
Ecole secondaire privée hors contrat de Production Automobile de Lens (EPAL),École,Pas-de-Calais,50.43577277,2.81660062,0,0.403570762
Micro-Lycée du lycée Henri Darras de LIEVIN,Lycée,Pas-de-Calais,50.4114526,2.77058476,0,0.403570762
Ecole primaire privée hors contrat Montessori de BETHUNE,École,Pas-de-Calais,50.52852464,2.64020991,0,0.403570762
Ecole technologique privée hors contrat EP2B - Ecole de Production de Béthune Bruay de BRUAY-LA-BUISSIERE,École,Pas-de-Calais,50.48733393,2.55197011,0,0.403570762
Lycée général et technologique privé Sainte Austreberthe,Lycée,Pas-de-Calais,50.4636716,1.76556229,0,0.403570762
Ecole secondaire polyvalente privée Saint Jean-Baptiste de La Salle - niveau Lycée,École,Pas-de-Calais,50.37301368,2.63872381,0,0.403570762
Ecole primaire privée hors contrat Montessori en herbe - niveau primaire,École,Pas-de-Calais,50.75585086,2.2370385,0,0.403570762
Les Petits Explor'acteurs,Autre,Eure-et-Loir,48.42963018,1.48108153,0,0.403092733
école privée Stella Maris,École,Eure-et-Loir,48.42129614,1.49946279,0,0.403092733
LES ROSEAUX,Autre,Eure-et-Loir,48.75169408,1.05312362,0,0.403092733
Colombes et Colibris,Autre,Eure-et-Loir,48.48004738,1.16295198,0,0.403092733
COLOMBES ET COLIBRIS,Autre,Eure-et-Loir,48.48004738,1.16295198,0,0.403092733
ECOLE MATERNELLE LES PETITS EXPLOR'ACTEURS,École,Eure-et-Loir,48.42958183,1.4810302,0,0.403092733
Ecole secondaire privée des roseaux,École,Eure-et-Loir,48.75169408,1.05312362,0,0.403092733
ECOLE PRIVEE STELLA MARIS,École,Eure-et-Loir,48.42129614,1.49946279,0,0.403092733
Section d'enseignement professionnel du LPO Raphaël Elizé,Autre,Sarthe,47.83883198,-0.34086258,0,0.402663272
Section d'enseignement professionnel du LPO d'Estournelles de Constant,Autre,Sarthe,47.70685663,-0.08247198,0,0.402663272
Section d'enseignement professionnel du LPO Gabriel Touchard - Washington,Autre,Sarthe,47.99561588,0.20312133,0,0.402663272
Section d'enseignement professionnel du LPO Robert Garnier,Autre,Sarthe,48.18513965,0.64576153,0,0.402663272
Section d'enseignement professionnel du LPO Le Mans Sud,Autre,Sarthe,47.98235933,0.22807727,0,0.402663272
Ecole primaire privée Sacré-Coeur,École,Sarthe,48.17771808,0.42439505,0,0.402663272
Ecole primaire privée Saint Germain,École,Sarthe,48.07479175,0.30015342,0,0.402663272
Ecole primaire privée Saint Paul,École,Sarthe,47.73117605,-0.32632773,0,0.402663272
LP Les Horizons - site de Saint-Gervais,Autre,Sarthe,47.8742411,0.21761753,0,0.402663272
LEAP du Tertre - lycée Notre-Dame,Lycée,Sarthe,48.18910524,0.63775082,0,0.402663272
Ecole secondaire professionnelle privée Coiffure Esthétique Espace Bel Air,École,Sarthe,48.02052223,0.18372883,0,0.402663272
Institut technologique européen des métiers de la musique,Autre,Sarthe,48.01534326,0.15445255,0,0.402663272
Ecole primaire privée Saint Martin,École,Sarthe,47.81920394,-0.33394719,0,0.402663272
Section d'Enseignement Général et Professionnel Adapté du Collège St Joseph - La Salle,Collège,Sarthe,47.98402601,0.1411719,0,0.402663272
Ecole maternelle privée La maison des Enfants,École,Sarthe,48.00269938,0.1824625,0,0.402663272
Ecole primaire privée Blanche de Castille,École,Sarthe,48.00987777,0.17082295,0,0.402663272
Ecole secondaire privée Saint-Martin,École,Sarthe,47.83960846,-0.33649869,0,0.402663272
Ecole Secondaire privée Cours Blanche de Castille,École,Sarthe,48.00987777,0.17082295,0,0.402663272
Ecole primaire privée hors contrat aux étoiles,École,Sarthe,47.89348082,0.06769746,0,0.402663272
Ecole primaire privée COURS JULES VERNE - ESPERANCE BANLIEUES,École,Sarthe,47.96919677,0.21667338,0,0.402663272
Ecole secondaire professionnelle privée Garage Ecole du Mans,École,Sarthe,47.97244258,0.14613225,0,0.402663272
Ecole secondaire professionnelle privée Usin'up academy - Le Mans,École,Sarthe,48.0139049,0.15857618,0,0.402663272
Ecole secondaire privée Ecole aux étoiles,École,Sarthe,47.89304052,0.06885464,0,0.402663272
Ecole primaire,École,Oise,49.39098834,2.02214935,0,0.401806453
Ecole maternelle,École,Oise,49.64080369,2.19367069,0,0.401806453
Ecole maternelle,École,Oise,49.66188644,2.14816997,0,0.401806453
Ecole élémentaire,École,Oise,49.58958488,2.14773998,0,0.401806453
Ecole élémentaire,École,Oise,49.54706943,2.16723059,0,0.401806453
Ecole primaire,École,Oise,49.24221696,1.96790055,0,0.401806453
Ecole élémentaire,École,Oise,49.17818809,2.9571398,0,0.401806453
Ecole élémentaire,École,Oise,49.12854641,3.00424026,0,0.401806453
Ecole élémentaire Michel Daniel,École,Oise,49.46473502,1.86140035,0,0.401806453
Ecole primaire,École,Oise,49.43862405,3.13614022,0,0.401806453
Ecole primaire,École,Oise,49.565038,2.38469949,0,0.401806453
Ecole maternelle,École,Oise,49.58986619,2.35559979,0,0.401806453
Ecole primaire,École,Oise,49.60537511,2.38358943,0,0.401806453
Ecole élémentaire,École,Oise,49.64357506,2.2398398,0,0.401806453
Ecole élémentaire,École,Oise,49.2192009,2.80896057,0,0.401806453
Ecole élémentaire,École,Oise,49.28315115,3.02889672,0,0.401806453
Ecole élémentaire,École,Oise,49.28464871,2.91803996,0,0.401806453
Ecole primaire,École,Oise,49.62772326,1.8701994,0,0.401806453
Ecole élémentaire,École,Oise,49.70862446,1.92621972,0,0.401806453
Ecole maternelle,École,Oise,49.65062603,1.92375975,0,0.401806453
Ecole maternelle,École,Oise,49.61454202,1.9168002,0,0.401806453
Ecole maternelle d'application Paul Bert,École,Oise,49.42582845,2.0833303,0,0.401806453
Ecole maternelle d'application Jean Macé,École,Oise,49.43284064,2.07730943,0,0.401806453
Ecole maternelle d'application Gréber - Elsa Triolet,École,Oise,49.44808886,2.0800195,0,0.401806453
Ecole maternelle d'application,École,Oise,49.41710431,2.79959949,0,0.401806453
Ecole maternelle Louis Lambert Semé,École,Oise,49.55545768,2.94186016,0,0.401806453
Ecole élémentaire Juliette Gréco,École,Oise,49.33059885,2.49863021,0,0.401806453
Ecole primaire,École,Oise,49.65625808,2.86071013,0,0.401806453
Ecole élémentaire,École,Oise,49.62763809,2.89610933,0,0.401806453
Ecole maternelle,École,Oise,49.6033336,2.80078048,0,0.401806453
Ecole élémentaire,École,Oise,49.58894492,2.88718043,0,0.401806453
Ecole élémentaire,École,Oise,49.64795321,2.92190997,0,0.401806453
Ecole élémentaire,École,Oise,49.67504245,2.86935049,0,0.401806453
Ecole élémentaire,École,Oise,49.39733981,2.55422053,0,0.401806453
Ecole primaire Louis Bailly,École,Oise,49.39321063,2.93151962,0,0.401806453
Ecole élémentaire,École,Oise,49.62487293,2.98162023,0,0.401806453
Ecole primaire,École,Oise,49.6703214,3.00353051,0,0.401806453
Ecole élémentaire,École,Oise,49.6919092,2.91119016,0,0.401806453
Ecole élémentaire,École,Oise,49.572107,2.31072931,0,0.401806453
Ecole élémentaire,École,Oise,49.59279296,2.16307951,0,0.401806453
Ecole primaire,École,Oise,49.58214145,2.19132037,0,0.401806453
Ecole primaire,École,Oise,49.30068687,2.24630029,0,0.401806453
Ecole élémentaire,École,Oise,49.32660978,2.24925971,0,0.401806453
Ecole primaire,École,Oise,49.35040223,2.1263599,0,0.401806453
Ecole élémentaire,École,Oise,49.6114954,2.70543963,0,0.401806453
Ecole élémentaire,École,Oise,49.47748879,2.7753998,0,0.401806453
Ecole maternelle,École,Oise,49.5206756,2.77849944,0,0.401806453
Ecole élémentaire Chèvreville,École,Oise,49.11035709,2.85094975,0,0.401806453
Ecole primaire Sennevieres,École,Oise,49.12202048,2.85630937,0,0.401806453
Ecole maternelle,École,Oise,49.12563165,2.69358033,0,0.401806453
Ecole maternelle,École,Oise,49.21054495,2.76879629,0,0.401806453
Ecole maternelle,École,Oise,49.09933547,2.82783944,0,0.401806453
Ecole élémentaire,École,Oise,49.58241647,3.11538983,0,0.401806453
Ecole primaire,École,Oise,49.60229403,3.06864043,0,0.401806453
Ecole élémentaire,École,Oise,49.51972189,3.06803044,0,0.401806453
Ecole élémentaire,École,Oise,49.60501845,3.08597967,0,0.401806453
Ecole élémentaire,École,Oise,49.55473841,2.96131939,0,0.401806453
Ecole élémentaire,École,Oise,49.47904228,2.29369057,0,0.401806453
Ecole élémentaire Saint-Rimault,École,Oise,49.47461942,2.27679961,0,0.401806453
Ecole élémentaire,École,Oise,49.49920567,2.3734802,0,0.401806453
Ecole primaire,École,Oise,49.11279922,2.60004989,0,0.401806453
Lycée professionnel Croiset,Lycée,Oise,49.17585134,2.46137968,0,0.401806453
Ecole primaire Henri Massein,École,Oise,49.41428231,3.00719951,0,0.401806453
Ecole maternelle Roquesable,École,Oise,49.26888945,2.59139044,0,0.401806453
Ecole élémentaire d'application Albert et Marine Launay,École,Oise,49.41440975,2.08092957,0,0.401806453
Ecole maternelle d'application Albert et Marine Launay,École,Oise,49.41469276,2.08174014,0,0.401806453
Ecole maternelle,École,Oise,49.64674237,1.84277935,0,0.401806453
Ecole primaire Jean de la Fontaine,École,Oise,49.6463404,1.84663046,0,0.401806453
GROUPE SCOLAIRE JULES VERNE,Autre,Oise,49.26987737,2.45888013,0,0.401806453
Section d'enseignement général et professionnel adapté du Collège Jacques Yves Cousteau,Collège,Oise,49.36170028,2.4194997,0,0.401806453
Ecole élémentaire Roquesable,École,Oise,49.26917522,2.59135933,0,0.401806453
Section d'enseignement général et professionnel adapté du Collège Henry de Montherlant,Collège,Oise,49.21560072,2.28331041,0,0.401806453
Ecole primaire,École,Oise,49.33154931,1.92481995,0,0.401806453
Ecole primaire Denise Bertin,École,Oise,49.34638215,2.68017988,0,0.401806453
Ecole primaire privée hors contrat Bilingual Montessori School,École,Oise,49.18536828,2.45824947,0,0.401806453
Ecole primaire privée hors contrat Mère Térésa,École,Oise,49.33460722,2.68385947,0,0.401806453
Ecole élémentaire privée hors contrat Al Ghazali,École,Oise,49.24986241,2.46294996,0,0.401806453
Ecole primaire privée Open World,École,Oise,49.40937336,2.83860198,0,0.401806453
Micro-lycée de creil,Lycée,Oise,49.25872259,2.47388999,0,0.401806453
Ecole primaire privée hors contrat Don Bosco,École,Oise,49.3933706,2.7964102,0,0.401806453
Ecole primaire privée hors contrat Les Ateliers du Savoir,École,Oise,49.23856891,2.46169841,0,0.401806453
Ecole secondaire privée hors contrat AVEMPACE,École,Oise,49.2623013,2.4580103,0,0.401806453
Ecole primaire privée hors contrat Cours la Travers,École,Oise,49.41150985,2.80223449,0,0.401806453
Lycée privé hors contrat Al Ghazali Creil,Lycée,Oise,49.24986243,2.46295408,0,0.401806453
Ecole maternelle privée Athéna Montessori Internationale,École,Oise,49.27655536,2.04728847,0,0.401806453
Lycée professionel privé hors contrat O'TECH - ECOLE DE PRODUCTION SUD-OISE,École,Oise,49.41079984,2.80673077,0,0.401806453
Ecole primaire privée hors contrat les Ecureuils à Villers-sur-Coudun,École,Oise,49.48506464,2.80622691,0,0.401806453
Ecole élémentaire privée hors-contrat AEP de l'école Saint-Louis de Gonzague à St Jean aux Bois,École,Oise,49.35319169,2.87129002,0,0.401806453
Ecole maternelle Bilingue Moca Croce,École,Corse-du-Sud,41.80899201,9.0118304,0,0.399282246
Ecole primaire Olivese,École,Corse-du-Sud,41.84642331,9.05745968,0,0.399282246
Ecole maternelle Bilingue  Serra di Scopamène,École,Corse-du-Sud,41.75405369,9.10087027,0,0.399282246
Ecole primaire Bilingue Pila Canale,École,Corse-du-Sud,41.81275113,8.91101967,0,0.399282246
Collège Saint-Paul,Collège,Corse-du-Sud,41.94880278,8.75943993,0,0.399282246
Ecole primaire Bilingue Evisa,École,Corse-du-Sud,42.25357917,8.80359021,0,0.399282246
Lycée Saint-Paul,Lycée,Corse-du-Sud,41.93830346,8.74526959,0,0.399282246
Section d'enseignement professionnel du Lycée J.Paul de Rocca Serra Porto Vecchio,Lycée,Corse-du-Sud,41.60055895,9.27085462,0,0.399282246
Section d'enseignement professionnel du Lycée Georges Clemenceau Sartène,Lycée,Corse-du-Sud,41.62124831,8.97508757,0,0.399282246
Section d'enseignement général et technologique du Lycée professionnel Finosello Ajaccio,Lycée,Corse-du-Sud,41.93830346,8.74526959,0,0.399282246
ECOLE ELEMENTAIRE PRIVEE SCOLA AIACCINA,École,Corse-du-Sud,41.93282582,8.73790239,0,0.399282246
école PR Sainte Dévote Porto Vecchio,École,Corse-du-Sud,41.58887642,9.27720574,0,0.399282246
Section d'enseignement général et professionnel adapté du Collège Jean Nicoli Propriano,Collège,Corse-du-Sud,41.67456824,8.9011213,0,0.399282246
Ecole élémentaire privée Scola Crisalida Bastelicaccia,École,Corse-du-Sud,41.93064467,8.83140432,0,0.399282246
Scola corsa di Sarrula et Carcupinu,Autre,Corse-du-Sud,41.95664369,8.80078859,0,0.399282246
Ecole secondaire professionnelle privée hors contrat d'Esthétique et de coiffure EPEC,École,Drôme,44.93098345,4.88805949,0,0.398708325
Ecole primaire Ste Croix,École,Drôme,44.76816463,5.28402547,0,0.398708325
Ecole primaire St Julien en Quint,École,Drôme,44.83674965,5.29198942,0,0.398708325
Ecole primaire St Nazaire le Désert,École,Drôme,44.57015263,5.2749401,0,0.398708325
Ecole primaire Valdrome,École,Drôme,44.50399366,5.57137997,0,0.398708325
Ecole primaire Barsac,École,Drôme,44.73059839,5.29064271,0,0.398708325
Ecole primaire privée Saint-Maurice,École,Drôme,44.76462895,4.91619009,0,0.398708325
Ecole  privée Les Primevères,École,Drôme,44.93734704,5.03081045,0,0.398708325
Ecole  privée Sainte Marie,École,Drôme,45.16818932,4.87375056,0,0.398708325
Ecole Bellegarde en Diois,École,Drôme,44.53777527,5.42683956,0,0.398708325
Organisme de formation-Centre de formation d'apprentis de MFR BUIS LES BARRONNIES,Autre,Drôme,44.27556163,5.27147946,0,0.398708325
Ecole primaire Le Colibri,École,Drôme,44.67075706,4.94895053,0,0.398708325
Ecole primaire privée,École,Drôme,44.37040768,4.70253961,0,0.398708325
Ecole primaire privée Valeurs et réussite,École,Drôme,44.93361538,4.92416951,0,0.398708325
Ecole primaire privée du Cèdre,École,Drôme,45.17197725,5.13736733,0,0.398708325
Ecole professionnelle privée AMAE Formation,École,Drôme,44.55667172,4.74181592,0,0.398708325
Ecole primaire privée Montessori à petits pas,École,Drôme,44.93421867,4.92048024,0,0.398708325
Ecole primaire privée Que La Joie Demeure,École,Drôme,44.74745672,5.21997886,0,0.398708325
Ecole primaire privée Caminando,École,Drôme,44.67655081,5.43738778,0,0.398708325
.,Autre,Drôme,44.74530876,5.38145946,0,0.398708325
Ecole primaire privée Montessori St Jean Bosco,École,Drôme,45.0497308,5.04464957,0,0.398708325
Les Sarments,Autre,Drôme,44.54774081,4.79517467,0,0.398708325
ECOLE BUISSONNIERE,École,Drôme,44.75486676,5.36773543,0,0.398708325
Ecole primaire publique des collines,École,Drôme,45.19253734,5.11011006,0,0.398708325
Ecole l'Envol,École,Drôme,44.30140967,5.12648588,0,0.398708325
Ecole indépendante Les Caroubiers,École,Drôme,44.91453386,4.95076991,0,0.398708325
Ecole Kevork Arabian,École,Drôme,44.92136531,4.88898942,0,0.398708325
ECOLE SECONDAIRE PRIVEE L'ARCHIPEL,École,Drôme,44.76052438,4.90892375,0,0.398708325
ecole secondaire privée hors contrat Les Caroubiers,École,Drôme,44.91453386,4.95076991,0,0.398708325
Ecole primaire privée hors contrat Anne De Guigne,École,Drôme,44.7638798,4.91508883,0,0.398708325
Ecole élémentaire privée hors contrat de l'Archipel,École,Drôme,44.75940499,4.90510264,0,0.398708325
Ecole élémentaire,École,Savoie,45.47073738,6.56109994,0,0.398344992
Lycée professionnel privé Sainte-Geneviève - Assomption Chambéry,Lycée,Savoie,45.56593021,5.92376957,0,0.398344992
Ecole primaire privée le Pavillon,École,Savoie,45.55666714,6.64617985,0,0.398344992
Ecole primaire privée Sainte Bernadette,École,Savoie,45.61942712,6.76981984,0,0.398344992
Collège privé Talmudique,Collège,Savoie,45.68503418,5.90746056,0,0.398344992
Ecole élémentaire La Gurraz,École,Savoie,45.59098926,6.87451957,0,0.398344992
Ecole primaire privée la Pépinière,École,Savoie,45.56643202,5.93058765,0,0.398344992
Ecole technique privée ITCC - PEYREFITTE ESTHETIQUE,École,Savoie,49.22859039,1.34136452,0,0.398344992
Ecole primaire privée,École,Savoie,45.53990569,5.97741942,0,0.398344992
Ecole primaire privée Les Trois Blancheurs,École,Savoie,45.51423776,5.98297875,0,0.398344992
Collège privé la passerelle,Collège,Savoie,45.6931333,5.90067803,0,0.398344992
ECOLE PRIMAIRE MONTESSORI DE TARENTAISE,École,Savoie,45.49909916,6.51102244,0,0.398344992
Ecole primaire privée hors contrat Skholè des écureuils,École,Savoie,45.59876333,5.87393277,0,0.398344992
Ecole élémentaire,École,Eure,49.28932428,1.69365066,0,0.396448756
Ecole primaire,École,Eure,49.31597808,1.36885038,0,0.396448756
Ecole élémentaire,École,Eure,49.20108724,0.99809961,0,0.396448756
Ecole maternelle,École,Eure,49.42856145,0.43139049,0,0.396448756
Ecole maternelle les P'tits Loups,École,Eure,49.22153969,0.44483067,0,0.396448756
Ecole élémentaire St Joseph l'Espérance,École,Eure,49.09498942,1.48108062,0,0.396448756
Ecole démocratique Ebroïcienne,École,Eure,49.01626188,1.1247741,0,0.396448756
Collège privé démocratique ébroïcien,Collège,Eure,49.01626188,1.1247741,0,0.396448756
Ecole élémentaire privée l'Embellie,École,Eure,49.28272973,0.747365,0,0.396448756
Ecole maternelle privée Hors contrat jeunes pousses de Noyers,École,Eure,49.24290958,1.67886225,0,0.396448756
Ecole primaire,École,Ardennes,49.67211191,5.17403956,0,0.396133503
Ecole primaire d'application Joliot-Curie,École,Ardennes,49.78591887,4.71116024,0,0.396133503
Ecole primaire d'application de Flandre,École,Ardennes,49.77405963,4.71815953,0,0.396133503
Ecole primaire d'application Jules Verne,École,Ardennes,49.77632322,4.71318987,0,0.396133503
Ecole primaire d'application Jean Zay,École,Ardennes,49.75080681,4.72651067,0,0.396133503
Aristide Croizy,Autre,Ardennes,49.73525416,4.63658017,0,0.396133503
Ecole primaire Arc-en-Ciel,École,Ardennes,49.51384784,4.12522029,0,0.396133503
Ecole primaire,École,Ardennes,49.69566714,4.80985046,0,0.396133503
Ecole élémentaire Arsène Grégoire,École,Ardennes,49.7409497,4.92113954,0,0.396133503
Ecole maternelle,École,Ardennes,49.73677839,4.92320029,0,0.396133503
Ecole primaire privée Saint Remi,École,Ardennes,49.77070381,4.71300021,0,0.396133503
Ecole primaire privée Saint Joseph,École,Ardennes,49.73556011,4.85685048,0,0.396133503
Ecole primaire privée Sainte Thérèse,École,Ardennes,49.81851236,4.76311655,0,0.396133503
Ecole primaire,École,Ardennes,49.74206881,4.721585325,0,0.396133503
Ecole Maternelle Privée,École,Ardennes,49.77814613,4.72202717,0,0.396133503
Collège de Baretous,Collège,Pyrénées-Atlantiques,43.09664829,-0.71805578,0,0.3958783
ECOLE PRIMAIRE PUBLIQUE,École,Pyrénées-Atlantiques,43.37036189,-1.03547025,0,0.3958783
ECOLE ELEMENTAIRE PUBLIQUE,École,Pyrénées-Atlantiques,43.2761986,-0.71728872,0,0.3958783
ECOLE ELEMENTAIRE,École,Pyrénées-Atlantiques,43.22779883,-0.64271918,0,0.3958783
ECOLE PRIMAIRE PRIVEE NOTRE DAME,École,Pyrénées-Atlantiques,43.19116413,-0.21240156,0,0.3958783
Ecole technique privée d'Esthétique,École,Pyrénées-Atlantiques,43.4689186,-1.5684844,0,0.3958783
ECOLE PRIMAIRE  PRIVEE AMIKUZEKO IKASTOLA,École,Pyrénées-Atlantiques,43.32814614,-1.02793598,0,0.3958783
ECOLE PRIMAIRE PRIVEE IKASTOLA LOUIS DASSANCE,École,Pyrénées-Atlantiques,43.3979925,-1.45716036,0,0.3958783
Ecole technique privée Coiffure Centre Jorlis,École,Pyrénées-Atlantiques,43.50050466,-1.49559521,0,0.3958783
ECOLE ELEMENTAIRE PUBLIQUE,École,Pyrénées-Atlantiques,43.4542533,-0.55232107,0,0.3958783
ECOLE PRIMAIRE PRIVEE IKASTOLA ERROBI,École,Pyrénées-Atlantiques,43.36106331,-1.40621811,0,0.3958783
ECOLE PRIMAIRE BASABURUA IKASTOLA,École,Pyrénées-Atlantiques,43.11611495,-0.86732834,0,0.3958783
ECOLE PRIMAIRE PRIVEE IKASTOLA,École,Pyrénées-Atlantiques,43.34654884,-1.61734395,0,0.3958783
IKASTOLA OZTIBARREKO,Autre,Pyrénées-Atlantiques,43.23181438,-1.09339881,0,0.3958783
OLHAIN IKASTOLA,Autre,Pyrénées-Atlantiques,43.3114494,-1.57802493,0,0.3958783
IKASTOLA HIRIONDOKO,Autre,Pyrénées-Atlantiques,43.4803765,-1.49826451,0,0.3958783
ECOLE PRIMAIRE PRIVEE ORTZAIZEKO IKASTOLA,École,Pyrénées-Atlantiques,43.24366749,-1.28239651,0,0.3958783
ECOLE PRIMAIRE PRIVEE ZALDUBI IKASTOLA,École,Pyrénées-Atlantiques,43.35457395,-1.5466524,0,0.3958783
ECOLE PRIMAIRE PRIVEE CALANDRETA,École,Pyrénées-Atlantiques,43.33059725,-0.44303907,0,0.3958783
ECOLE PRIMAIRE PRIVEE CALANDRETA,École,Pyrénées-Atlantiques,43.19986503,-0.61787199,0,0.3958783
ECOLE PRIMAIRE PRIVEE CALANDRETA,École,Pyrénées-Atlantiques,43.48668818,-0.75947031,0,0.3958783
